1522987244087147592,'Netflow','128.55.12.10:53'
1522987541537076593,'Netflow','128.55.12.10:53'
1522988100977066981,'Netflow','128.55.12.10:53'
1522987244081943163,'Subject','lsof'
1522987840617086603,'Subject','smtpd'
1522987542587077932,'Subject','smtpd'
1522987841877073364,'Subject','smtpd'
1522987840697072386,'Subject','smtpd'
1522987840807073525,'Subject','smtpd'
1522987541527076664,'Subject','smtpd'
1522987840677072328,'Subject','smtpd'
1522987840697072386,'Subject','smtpd'
1522987840667074408,'Subject','smtpd'
1522987840797072206,'Subject','smtpd'
1522987841597072960,'Subject','smtpd'
1522987541387077908,'Subject','smtpd'
1522988100977066981,'Subject','imapd'
1522987244087147592,'Netflow','128.55.12.10:53'
1522987541537076593,'Netflow','128.55.12.10:53'
1522988100977066981,'Netflow','128.55.12.10:53'
1522987244081943163,'Subject','lsof'